Position,Hangul,IPA_Pronunciation,Word_Type,TOPIK_Level,Definition,Example_Sentence,Example_Sentence_IPA,Example_Sentence_Translation,Usage_Hint,Frequency,Frequency_Number,Verified,Quality_Score,HSK_Compliance,Processed,Reasoning_Tokens,Total_Tokens,O4_Error
8243,나눌,na.nul,verb,6,share,우리는 나눌 음식을 준비했다.,u.ɾi.nɯn na.nul ɯm.sik̚.ɯl tɕun.pi.hɛt̚.ta,We prepared the food to share.,Prenominal attributive form of the verb '나누다' used before nouns to indicate something to share.,8243,76,True,The entry accurately identifies the attributive form and provides a clear example.,False,True,1600,2333,
8244,회,hwe,noun,6,sashimi,저는 회를 좋아해요.,tɕʌ.nɯn hwe.ɾɯl tɕot̚.a.hɛ.jo,I like sashimi.,Used to refer to raw fish dish in everyday conversation,8244,76,True,Accurate and concise entry with a clear example,False,True,1472,2181,
8245,축하드려요,tɕʰuk̚.ha.tɯ.ɾjʌ.jo,verb,2,congratulate,생일 축하드려요.,sɛŋ.il tɕʰuk̚.ha.tɯ.ɾjʌ.jo,Congratulations on your birthday.,Formal polite honorific form used when offering congratulations,8245,76,True,Accurate and clear,False,True,1024,1773,
8246,헌트가,hʌn.tʰɯ.ka,noun,6,hunt,헌트가 시작됐다.,hʌn.tʰɯ.ka si.tɕak̚.twɛt̚.ta,The hunt has begun.,Loanword from English; attaches to particles like 가 without changes in pronunciation.,8246,76,True,Accurate analysis following guidelines.,False,True,1792,2521,
8247,다행이군,ta.hɛŋ.i.kun,noun,4,relief,비가 그쳐서 다행이군!,pi.ka kɯ.tɕʰjʌ.sʌ ta.hɛŋ.i.kun,It's a relief that the rain has stopped!,Exclamatory sentence ending suffix -gun expressing sudden relief; used in informal or narrative contexts.,8247,76,True,Accurate and thorough analysis,False,True,2368,3106,
8248,해볼게요,hɛ.pol.ke.jo,verb,1,I'll try,이 문제를 해볼게요.,i mun.tɕe.ɾɯl hɛ.pol.ke.jo,I'll try this problem.,"Polite future tense ending expressing the speaker's intention or promise, used in everyday conversation",8248,76,True,"Accurate and clear, reflects common usage in polite speech",False,True,1152,1887,
8249,낫게,nat̚.ke,adverb,3,better,그렇게 하지 말고 좀 더 낫게 해 봐.,kɯ.ɾʌt̚.ke ha.tɕi mal.ko tɕom tʌ nat̚.ke hɛ pwa,Don't do it like that; try doing it better.,"Adverbial form meaning 'better', used to describe doing something in a better way.",8249,76,True,Accurate and clear analysis,False,True,1792,2523,
8250,재산을,tɕɛ.san.ɯl,noun,6,property,그는 자신의 재산을 잘 관리한다.,kɯ.nɯn tɕa.sin.ɰi tɕɛ.san.ɯl tɕal kwan.ɾi.han.ta,He manages his property well.,"Used with the object marker -을 to indicate property as the direct object; common in formal and written contexts with verbs like manage, lose, or donate",8250,76,True,Accurate IPA and definition; example and usage hint are clear and appropriate,False,True,1408,2165,
8251,사람인데,sa.ɾam.in.te,particle,2,but I'm,사람인데 실수할 수 있어요.,sa.ɾam.in.te sil.su.hal su it̚.ʌ.jo,I'm only human; I can make mistakes.,"Connective suffix '-인데' after a noun to provide background or contrast, common in casual and polite speech",8251,76,False,"Clear suffix analysis, but classification as a particle may be debatable",False,True,2112,2853,
8252,남겨두고,nam.kjʌ.tu.ko,verb,4,leave behind,물건을 창고에 남겨두고 왔어요.,mul.kʌn.ɯl tɕʰaŋ.ko.e nam.kjʌ.tu.ko wat̚.ʌ.jo,I left the item in the storage and came back.,Connective form of 남겨두다 used to link sequential actions,8252,76,True,Clear and accurate,False,True,768,1503,
8253,부부가,pu.pu.ka,noun,2,married couple,부부가 공원에서 산책하고 있어요.,pu.pu.ka koŋ.wʌn.e.sʌ san.tɕʰɛk̚.ha.ko it̚.ʌ.jo,The married couple is taking a walk in the park.,Subject form of 부부 with the particle -가 in neutral declarative sentences,8253,76,True,Clear and accurate analysis,False,True,1600,2329,
8254,법적,pʌp̚.tɕʌk̚,adjective,6,legal,이 계약서는 법적 효력이 있습니다.,i kje.jak̚.sʌ.nɯn pʌp̚.tɕʌk̚ hjo.ɾjʌk̚.i it̚.sɯp̚.ni.ta,This contract has legal validity.,Used as an adjective meaning legal before nouns in formal or written contexts,8254,76,True,Accurate and concise entry with an appropriate example sentence,False,True,1088,1828,
8255,알수,al.su,noun,2,ability,그 문제의 답을 알 수 있어요.,kɯ mun.tɕe.ɰi tap̚.ɯl al su it̚.ʌ.jo,You can know the answer to that question.,"Combined with 있다/없다 to express ability to know, common in casual and formal speech",8255,76,True,Accurate and clear,False,True,1216,1936,
8256,자들을,tɕa.tɯl.ɯl,noun,6,people,나는 정의를 위해 싸우는 자들을 지지한다.,na.nɯn tɕʌŋ.ɰi.ɾɯl wi.hɛ s͈a.u.nɯn tɕa.tɯl.ɯl tɕi.tɕi.han.ta,I support the people who fight for justice.,"Plural form of the Sino-Korean noun '자' (person) with object marker, used in formal or written contexts for people performing an action.",8256,76,True,Accurate; reflects formal register and grammatical usage.,False,True,1920,2677,
8257,버리는,pʌ.ɾi.nɯn,verb,2,throw away,오늘 안 쓰는 물건을 버리는 게 어때요?,o.nɯl an s͈ɯ.nɯn mul.kʌn.ɯl pʌ.ɾi.nɯn ke ʌ.t͈ɛ.jo,How about throwing away things you don't use today?,"Present attributive form of 버리다, used before nouns or nominalized clauses",8257,76,True,Clear and accurate analysis,False,True,1728,2470,
8258,폭풍,pʰok̚.pʰuŋ,noun,6,storm,어제 밤에 큰 폭풍이 불었어요.,ʌ.tɕe pam.e kʰɯn pʰok̚.pʰuŋ.i pul.ʌt̚.ʌ.jo,There was a big storm last night.,"Used to refer to a violent weather event with strong winds and rain, often modified by adjectives for intensity.",8258,76,True,The analysis is accurate and comprehensive.,False,True,1088,1829,
8259,마누라,ma.nu.ɾa,noun,6,wife,우리 마누라가 요리를 정말 잘해.,u.ɾi ma.nu.ɾa.ka jo.ɾi.ɾɯl tɕʌŋ.mal tɕal.hɛ,My wife cooks really well.,"Informal, colloquial term for wife; often used by men; can sound coarse or masculine.",8259,76,True,High accuracy and clarity,False,True,1024,1751,
8260,가져올게요,ka.tɕjʌ.ol.ke.jo,verb,1,will bring,내일 책을 가져올게요.,nɛ.il tɕʰɛk̚.ɯl ka.tɕjʌ.ol.ke.jo,I will bring the book tomorrow.,polite volitional form expressing speaker's promise/intention with -ㄹ게요 ending,8260,76,True,Accurate representation of a common conversational promise form.,False,True,960,1703,
8261,컷,kʰʌt̚,noun,5,shot,이 영화의 마지막 컷이 정말 인상적이었다.,i jʌŋ.hwa.ɰi ma.tɕi.mak̚ kʰʌt̚.i tɕʌŋ.mal in.saŋ.tɕʌk̚.i.ʌt̚.ta,The final shot of this movie was really impressive.,Used in filmmaking and photography to refer to a single shot or cut in casual and technical contexts.,8261,76,True,Clear and accurate analysis of common usage.,False,True,960,1697,
8262,이런건,i.ɾʌn.kʌn,noun,1,thing like this,이런 건 처음 봐.,i.ɾʌn kʌn tɕʰʌ.ɯm pwa,I've never seen anything like this before.,"Contracted form of 이런 것은, used in informal speech to refer to something like this.",8262,76,True,Accurate and concise,False,True,1472,2203,
8263,아버님이,a.pʌ.nim.i,noun,6,father,아버님이 집에 계십니다.,a.pʌ.nim.i tɕip̚.e kje.sip̚.ni.ta,My father is at home.,"Honorific noun with the subject marker -이, used in formal contexts to refer respectfully to a father.",8263,76,True,Accurate representation of honorific noun with nominative particle.,False,True,2048,2786,
8264,일자리를,il.tɕa.ɾi.ɾɯl,noun,4,job,저는 좋은 일자리를 찾고 있어요.,tɕʌ.nɯn tɕot̚.ɯn il.tɕa.ɾi.ɾɯl tɕʰat̚.ko it̚.ʌ.jo,I am looking for a good job.,"Used to refer to employment positions in everyday speech, often paired with verbs like 찾다, 구하다, 얻다",8264,76,False,Accurate and clear entry,False,True,1536,2285,
8265,요원을,jo.wʌn.ɯl,noun,6,agent,정보국은 새로운 요원을 훈련시켰다.,tɕʌŋ.po.kuk̚.ɯn sɛ.ɾo.un jo.wʌn.ɯl hun.ɾjʌn.si.kʰjʌt̚.ta,The intelligence agency trained a new agent.,Accusative form of 요원 used with the object marker -을 in formal contexts to indicate the direct object.,8265,76,True,Accurate and concise analysis,False,True,1024,1760,
8266,감기,kam.ki,noun,2,cold,저는 감기에 걸렸어요.,tɕʌ.nɯn kam.ki.e kʌl.ɾjʌt̚.ʌ.jo,I caught a cold.,Noun for the common cold; frequently used with 걸리다 to indicate catching a cold,8266,76,True,High-quality entry with clear definition and example,False,True,1344,2066,
8267,가치,ka.tɕʰi,noun,6,value,이 책은 읽을 가치가 있다.,i tɕʰɛk̚.ɯn ik̚.ɯl ka.tɕʰi.ka it̚.ta,This book is worth reading.,Used in patterns like '...할 가치가 있다/없다' to express that something is worth doing or has value.,8267,76,True,Entry is accurate with clear example and usage context.,False,True,1088,1821,
8268,보내줘요,po.nɛ.tɕwʌ.jo,verb,2,send,문서를 이메일로 보내줘요.,mun.sʌ.ɾɯl i.me.il.ɾo po.nɛ.tɕwʌ.jo,Please send me the document by email.,"Polite request form of 보내다 + 주다, used in everyday spoken Korean to ask someone to send something",8268,76,True,Accurate and concise,False,True,1664,2404,
8269,엘비스,el.pi.sɯ,noun,6,Elvis Presley,엘비스 프레슬리는 로큰롤의 왕으로 불렸다.,el.pi.sɯ pʰɯ.ɾe.sɯl.ɾi.nɯn ɾo.kʰɯn.ɾol.ɰi waŋ.ɯ.ɾo pul.ɾjʌt̚.ta,Elvis Presley was called the King of Rock and Roll.,Used as a proper noun for the American singer Elvis Presley.,8269,76,True,Accurate and concise proper noun entry.,False,True,1728,2460,
8270,잘도,tɕal.to,adverb,4,well,네가 잘도 하네.,ne.ka tɕal.to ha.ne,You sure can do that well.,"Adverbial intensifier used in spoken Korean to emphasize how well something is done, sometimes with a sarcastic tone.",8270,76,True,Accurate identification of adverbial intensifier use,False,True,1088,1819,
8271,고기를,ko.ki.ɾɯl,noun,1,meat,저는 고기를 좋아해요.,tɕʌ.nɯn ko.ki.ɾɯl tɕot̚.a.hɛ.jo,I like meat.,"Accusative form of 고기 (meat) with object marker 를, used to indicate the direct object in sentences.",8271,76,True,Clear and accurate example showcasing the object form in polite speech.,False,True,1280,2021,
8272,농담이에요,noŋ.tam.i.e.jo,noun,2,joke,"걱정하지 마세요, 농담이에요.",kʌk̚.tɕʌŋ.ha.tɕi ma.se.jo noŋ.tam.i.e.jo,"Don't worry, it's just a joke.","Used in everyday polite speech to declare that something is a joke, using the copula ending ieyo",8272,76,True,Clear and accurate entry,False,True,2304,3041,
8273,친구지,tɕʰin.ku.tɕi,noun,1,friend,우리 친구지?,u.ɾi tɕʰin.ku.tɕi,"We are friends, right?",Confirmatory ending '-지' attached to noun 친구 to seek agreement in casual speech,8273,76,True,Accurate and natural usage description,False,True,1536,2266,
8274,고쳐,ko.tɕʰjʌ,verb,2,fix,컴퓨터를 고쳐.,kʰʌm.pʰju.tʰʌ.ɾɯl ko.tɕʰjʌ,Fix the computer.,"Informal spoken imperative form, casual context",8274,76,True,Accurate and clear,False,True,1088,1801,
8275,원인이,wʌn.in.i,noun,6,cause,사고의 원인이 밝혀졌다.,sa.ko.ɰi wʌn.in.i pak̚.hjʌ.tɕjʌt̚.ta,The cause of the accident was revealed.,"Noun '원인' with subject marker '이', used to mark the cause as the subject, common in formal contexts.",8275,76,True,Clear and accurate entry.,False,True,1792,2523,
8276,탁,tʰak̚,adverb,6,clack,그녀는 손뼉을 탁 쳤다.,kɯ.njʌ.nɯn son.p͈jʌk̚.ɯl tʰak̚ tɕʰjʌt̚.ta,She sharply clapped her hands.,"Onomatopoeic adverb describing a sharp impact sound, often used before verbs meaning 'to hit'",8276,76,True,Accurate identification as onomatopoeic adverb; clear definition and example,False,True,2304,3051,
8277,떠나게,t͈ʌ.na.ke,adverb,4,for leaving,그녀는 그를 떠나게 했다.,kɯ.njʌ.nɯn kɯ.ɾɯl t͈ʌ.na.ke hɛt̚.ta,She made him leave.,Adverbial form of 떠나다 used with 하다 to form the causative 'make leave',8277,76,True,Accurate analysis with clear phonetic correction and usage,False,True,2624,3363,
8278,풋볼,pʰut̚.pol,noun,6,football,저는 매주 토요일에 풋볼 경기를 봐요.,tɕʌ.nɯn mɛ.tɕu tʰo.jo.il.e pʰut̚.pol kjʌŋ.ki.ɾɯl pwa.jo,I watch football games every Saturday.,"Loanword used to refer to the sport of football in sports contexts, often in media and casual conversation.",8278,76,True,Accurate representation of pronunciation and common usage.,False,True,1088,1828,
8279,어서와,ʌ.sʌ.wa,verb,1,welcome,"친구야, 우리 집에 어서와.",tɕʰin.ku.ja u.ɾi tɕip̚.e ʌ.sʌ.wa,"Welcome to my house, friend.","Informal imperative greeting, contracted form of 어서 오다 used to welcome someone",8279,76,True,High-quality entry,False,True,960,1687,
8280,권한을,kwʌn.han.ɯl,noun,6,authority,그는 모든 권한을 가지고 있다.,kɯ.nɯn mo.tɯn kwʌn.han.ɯl ka.tɕi.ko it̚.ta,He has full authority.,Object form of 권한 (authority) used with verbs such as 부여하다 or 행사하다 in formal or technical contexts,8280,76,True,"Accurate analysis with correct IPA, definition, example, and usage context",False,True,1536,2283,
8281,포기하고,pʰo.ki.ha.ko,verb,2,give up,그는 어려운 문제를 보고 포기하고 다른 문제로 넘어갔다.,kɯ.nɯn ʌ.ɾjʌ.un mun.tɕe.ɾɯl po.ko pʰo.ki.ha.ko ta.ɾɯn mun.tɕe.ɾo nʌm.ʌ.kat̚.ta,"He saw the difficult problem, gave up, and moved on to another problem.","Connective form of the verb 포기하다 (to give up) with -고, used to link actions meaning 'give up and...', common in spoken and written Korean.",8281,76,True,Clear description with appropriate usage context.,False,True,1216,1991,
8282,백신을,pɛk̚.sin.ɯl,noun,6,vaccine,나는 어제 코로나 백신을 맞았다.,na.nɯn ʌ.tɕe kʰo.ɾo.na pɛk̚.sin.ɯl mat̚.at̚.ta,I got the COVID-19 vaccine yesterday.,Commonly used with the object marker eul before verbs indicating receiving or administering a vaccine.,8282,76,True,Accurate and natural usage.,False,True,1664,2404,
8283,아버지께,a.pʌ.tɕi.k͈e,noun,4,father,저는 아버지께 편지를 썼습니다.,tɕʌ.nɯn a.pʌ.tɕi.k͈e pʰjʌn.tɕi.ɾɯl s͈ʌt̚.sɯp̚.ni.ta,I wrote a letter to my father.,"Honorific dative case of 아버지 (father), used in polite speech with elder or respected person.",8283,76,True,Accurate and clear representation of the noun in its common honorific dative usage.,False,True,1408,2168,
8284,관심도,kwan.sim.to,noun,6,interest level,이 제품에 대한 소비자들의 관심도가 높아졌다.,i tɕe.pʰum.e tɛ.han so.pi.tɕa.tɯl.ɰi kwan.sim.to.ka nop̚.a.tɕjʌt̚.ta,Consumers' interest level in this product has increased.,Used in formal or written contexts to describe the degree of interest,8284,76,True,Accurate analysis with clear definition and example,False,True,1024,1753,
8285,고래,ko.ɾɛ,noun,2,whale,고래가 바다에서 헤엄치고 있다.,ko.ɾɛ.ka pa.ta.e.sʌ he.ʌm.tɕʰi.ko it̚.ta,A whale is swimming in the sea.,Used to refer to large marine mammals in general contexts,8285,76,True,Clear and accurate definition with a relevant example,False,True,832,1554,
8286,유령이,ju.ɾjʌŋ.i,noun,4,ghost,어두운 방에서 유령이 나타났다.,ʌ.tu.un paŋ.e.sʌ ju.ɾjʌŋ.i na.tʰa.nat̚.ta,A ghost appeared in the dark room.,Subject particle '이' attached to the noun '유령' to indicate the subject of a sentence,8286,76,True,"Accurate IPA, definition, and usage explanation",False,True,1792,2533,
8287,태우고,tʰɛ.u.ko,verb,2,burn,그는 나무를 태우고 따뜻함을 느꼈다.,kɯ.nɯn na.mu.ɾɯl tʰɛ.u.ko t͈a.t͈ɯt̚.ham.ɯl nɯ.k͈jʌt̚.ta,He burned the wood and felt warmth.,"Present tense connective form of the verb taeuda, used to link actions.",8287,76,True,Valid connective form usage of taeuda.,False,True,2368,3106,
8288,정신적,tɕʌŋ.sin.tɕʌk̚,adjective,6,mental,정신적 스트레스로 잠을 잘 못 잤다.,tɕʌŋ.sin.tɕʌk̚ sɯ.tʰɯ.ɾe.sɯ.ɾo tɕam.ɯl tɕal mot̚ tɕat̚.ta,I couldn't sleep well due to mental stress.,"Formal adjective used to modify nouns relating to psychological states, often followed by nouns like 스트레스, 고통.",8288,76,True,Accurate and clear.,False,True,1216,1971,
8289,갈수록,kal.su.ɾok̚,adverb,4,increasingly,날씨는 갈수록 추워진다.,nal.s͈i.nɯn kal.su.ɾok̚ tɕʰu.wʌ.tɕin.ta,The weather is getting colder and colder.,"Used before adjectives or verbs to indicate progressive increase, common in both spoken and written Korean.",8289,76,False,Accurate and concise entry for advanced Korean learners.,False,True,960,1701,
8290,뭐하시는,mwʌ.ha.si.nɯn,verb,3,doing what,지금 뭐하시는 거예요?,tɕi.kɯm mwʌ.ha.si.nɯn kʌ.je.jo,What are you doing now?,Honorific present progressive used to politely ask what someone is doing,8290,76,True,Accurate and clear,False,True,1408,2140,
8291,기미갤,ki.mi.kɛl,noun,6,online forum,기미갤에 새 글이 올라왔어.,ki.mi.kɛl.e sɛ kɯl.i ol.ɾa.wat̚.ʌ,A new post was uploaded to Gimi Gallery.,Informal internet slang referring to a specific DCInside gallery,8291,76,False,Limited usage niche term,False,True,1280,2005,
8292,말씀드리고,mal.s͈ɯm.tɯ.ɾi.ko,verb,6,to say,제가 먼저 말씀드리고 싶은 것은 이 프로젝트의 중요성입니다.,tɕe.ka mʌn.tɕʌ mal.s͈ɯm.tɯ.ɾi.ko sip̚.ɯn kʌt̚.ɯn i pʰɯ.ɾo.tɕek̚.tʰɯ.ɰi tɕuŋ.jo.sʌŋ.ip̚.ni.ta,What I would like to say first is the importance of this project.,"Humble verb form used in formal speech, connective '-go' to link to next clause.",8292,76,True,Clear and accurate analysis.,False,True,1984,2742,
